Compound ID,Target,Assay (Percent degradation),DOI,DC50,Dmax,Assay (DC50/Dmax),PROTAC to Target
203,ERRalpha,0/15/19,10.1021/acsmedchemlett.9b00025,,,,% ERRalpha degradation in MDA-MB-231 cells after 4 h treatment at 30/100/300 nM
204,ERRalpha,0/4/10,10.1021/acsmedchemlett.9b00025,,,,% ERRalpha degradation in MDA-MB-231 cells after 4 h treatment at 30/100/300 nM
205,BTK,85 (WB),10.1039/c8cc08716d,,,,% BTK degradation in Ramos cells after 16 h treatment at 2 μM
206,BTK,,10.1039/c8cc08716d,,,,
207,BTK,,10.1039/c8cc08716d,,,,
208,BRD4,,10.1158/0008-5472.CAN-18-2918,32,98,Degradation of BRD4 in HCT116 cells after 24 h treatment,
209,BRD4,,10.1158/0008-5472.CAN-18-2918,23.1,89,Degradation of BRD4 in HCT116 cells after 24 h treatment,
210,BTK,,10.1073/pnas.1803662115,,N.D.,,
211,BTK,,10.1073/pnas.1803662115,,N.D.,,
212,BTK,,10.1073/pnas.1803662115,,33/18,,
213,BTK,,10.1073/pnas.1803662115,,34/15,,
214,BTK,,10.1073/pnas.1803662115,1487/(n/a),64/36,Degradation of BTK in Ramos/THP-1 cells after 24 h treatment,
215,BTK,,10.1073/pnas.1803662115,36.9/398.5,85/68,Degradation of BTK in Ramos/THP-1 cells after 24 h treatment,
216,BTK,,10.1073/pnas.1803662115,21.8/469.9,84/63,Degradation of BTK in Ramos/THP-1 cells after 24 h treatment,
217,BTK,,10.1073/pnas.1803662115,4.5/90.5,87/75,Degradation of BTK in Ramos/THP-1 cells after 24 h treatment,
218,BTK,,10.1073/pnas.1803662115,5.9/217.7,85/71,Degradation of BTK in Ramos/THP-1 cells after 24 h treatment,
219,BTK,,10.1073/pnas.1803662115,1.1/37.4,87/80,Degradation of BTK in Ramos/THP-1 cells after 24 h treatment,
220,BTK,,10.1073/pnas.1803662115,9.7/184.1,85/70,Degradation of BTK in Ramos/THP-1 cells after 24 h treatment,
221,BTK,,10.1038/s41589-020-00686-2,182,,Degradation of BTK in THP-1 cells,
221,BTK,45/49/64/85 (WB),10.1073/pnas.1803662115,,,,% BTK degradation in THP-1 cells after 24 h treatment at 0.1/0.3/1/3 μM
222,BTK,27/36/17/33/70 (WB),10.1073/pnas.1803662115,,,,% BTK degradation in THP-1 cells after 24 h treatment at 0.03/0.1/0.3/1/3 μM
223,ALK,,10.1016/j.ejmech.2018.03.071,3/34,,Degradation of NPM-ALK/EML4-ALK in SU-DHL-1/NCI-H2228 cells after 16 h treatment,
224,ALK,,10.1016/j.ejmech.2018.03.071,11/59,,Degradation of NPM-ALK/EML4-ALK in SU-DHL-1/NCI-H2228 cells after 16 h treatment,
225,HDAC6,,10.1016/j.bmcl.2018.05.057,,,,
226,HDAC6,,10.1016/j.bmcl.2018.05.057,,,,
227,HDAC6,47.9/73.5,10.1021/acs.jmedchem.9b00516,9.12,84.07,Degradation of HDAC6 in MM1S cells after 6 h treatment,% HDAC6 degradation in MM1S cells after 6 h treatment at 10/100 nM
227,HDAC6,,10.1016/j.bmcl.2018.05.057,34,70.5,Degradation of HDAC6 in MCF-7 cells after 12 h treatment,
228,HDAC6,,10.1016/j.bmcl.2018.05.057,,,,
229,BRD3,,10.1021/jacs.8b05807,10,,Degradation of BRD3 in HeLa cells after 24 h treatment,
229,BRD2,,10.1021/jacs.8b05807,10,,Degradation of BRD2 in HeLa cells after 24 h treatment,
229,BRD4,,10.1021/jacs.8b05807,1~3,,Degradation of BRD4 in HeLa cells after 24 h treatment,
230,BRD2,,10.1021/jacs.8b05807,3000,,Degradation of BRD2 in HeLa cells after 24 h treatment,
230,BRD3,,10.1021/jacs.8b05807,3000,,Degradation of BRD3 in HeLa cells after 24 h treatment,
230,BRD4,,10.1021/jacs.8b05807,10-30,,Degradation of BRD4 in HeLa cells after 24 h treatment,
231,BRD4,11/36/14 (WB),10.1016/j.ejmech.2019.01.023,,,,% BRD4 degradation in 22RV1 cells after 24 h treatment at 10/100/1000 nM
232,BRD4,13/12/21/63/56 (WB),10.1016/j.ejmech.2019.01.023,,,,% BRD4 degradation in 22RV1 cells after 24 h treatment at 0.1/1/10/100/1000 nM
233,BRD4,,10.1016/j.ejmech.2019.01.023,3.3,,Degradation of BRD4 in 22RV1 cells after 24 h treatment,
234,BRD4,,10.1016/j.ejmech.2019.01.023,0.32,,Degradation of BRD4 in 22RV1 cells after 24 h treatment,
235,BRAF,,10.1016/j.bioorg.2019.03.035,,,,
236,BRAF,71.7/81,10.1016/j.bioorg.2019.03.035,,,,% B-Raf degradation in MCF-7 cells after 24 h treatment at 5000/10000 nM
237,BRAF,,10.1016/j.bioorg.2019.03.035,,,,
238,BRAF,,10.1016/j.bioorg.2019.03.035,,,,
239,CDK4,,10.1002/anie.201901336,,,,
239,CDK6,,10.1016/j.bmcl.2020.127106,13,,Degradation of CDK6 in Jurkat cells after 24 h treatment,
239,CDK6,,10.1021/acs.jmedchem.9b00871,14.3,,Degradation of CDK6 in U251 cells after 24 h treatment,
239,CDK4,,10.1016/j.bmcl.2020.127106,126,,Degradation of CDK4 in Jurkat cells after 24 h treatment,
239,CDK4,,10.1016/j.chembiol.2018.11.006,,,,
239,CDK4,,10.1021/acs.jmedchem.9b00871,>100,,Degradation of CDK4 in U251 cells after 24 h treatment,
239,Wee1,,10.1016/j.cell.2020.10.038,,,,
239,CDK6,,10.1002/anie.201901336,,,,
239,CDK6,,10.1016/j.chembiol.2018.11.006,,,,
240,PDK3,,10.1016/j.cell.2020.10.038,,,,
240,PDK1,,10.1016/j.cell.2020.10.038,,,,
240,BCKDK,,10.1016/j.cell.2020.10.038,,,,
240,CDK6,,10.1002/anie.201901336,,,,
240,CDK6,,10.1016/j.chembiol.2018.11.006,,,,
240,CDK4,,10.1016/j.cell.2020.10.038,,,,
240,Wee1,,10.1016/j.cell.2020.10.038,,,,
240,PDK2,,10.1016/j.cell.2020.10.038,,,,
240,COQ8A,,10.1016/j.cell.2020.10.038,,,,
241,BTK,,10.1038/s41422-018-0055-1,,,,
242,BTK C481S,41/69/78 (WB),10.1038/s41422-018-0055-1,,,,% BTK C481S degradation in HeLa cells after 4 days treatment at 30/100/300 nM
242,BTK,,10.1038/s41422-018-0055-1,8.5/6.3/9.2/11.4,,Degradation of BTK in RAMOS/HBL-1/Mino/IgE MM cells after 48 h treatment,
243,BTK,,10.1038/s41422-018-0055-1,,,,
244,BTK,,10.1038/s41422-018-0055-1,,,,
245,BTK,,10.1038/s41422-018-0055-1,,,,
246,BTK,,10.1038/s41422-018-0055-1,,,,
247,BTK,,10.1038/s41422-018-0055-1,,,,
248,BTK,,10.1038/s41422-018-0055-1,,,,
249,BTK,,10.1038/s41422-018-0055-1,,,,
250,BTK,,10.1038/s41422-018-0055-1,,,,
251,BTK,,10.1038/s41422-018-0055-1,,,,
252,BTK,,10.1038/s41422-018-0055-1,,,,
253,BTK,,10.1038/s41422-018-0055-1,,,,
254,BTK,,10.1038/s41422-018-0055-1,,,,
255,AR,,10.1038/s42003-018-0105-8,,47,,
256,AR,,10.1038/s42003-018-0105-8,15,76,Degradation of AR in VCaP cells after 20 h treatment,
257,AR,,10.1038/s42003-018-0105-8,5,98,Degradation of AR in VCaP cells after 20 h treatment,
258,BCL6,82 (WB),10.1021/acschembio.8b00698,,,,% BTK C481S degradation in OCI-Ly1 cells after 4 h treatment at 1 μM
259,ALK,,10.1016/j.bbrc.2018.09.169,,,,
260,ALK,,10.1016/j.bbrc.2018.09.169,,,,
261,ALK,,10.1016/j.bbrc.2018.09.169,,,,
262,ALK,,10.1016/j.bbrc.2018.09.169,,,,
263,ALK,,10.1016/j.bbrc.2018.09.169,,,,
264,ALK,,10.1016/j.bbrc.2018.09.169,,,,
265,FAK,,10.1021/jacs.8b08008,23.2,99,Degradation of Fak in PC3 cells after 24 h treatment,
266,FAK,,10.1021/jacs.8b08008,7.6,99,Degradation of Fak in PC3 cells after 24 h treatment,
267,FAK,,10.1021/jacs.8b08008,3,99,Degradation of Fak in PC3 cells after 24 h treatment,
268,FAK,,10.1021/jacs.8b08008,4,99,Degradation of Fak in PC3 cells after 24 h treatment,
269,FAK,,10.1021/jacs.8b08008,20.8,99,Degradation of Fak in PC3 cells after 24 h treatment,
270,FAK,,10.1021/jacs.8b08008,48.1,91,Degradation of Fak in PC3 cells after 24 h treatment,
271,FAK,,10.1021/jacs.8b08008,8.2,98,Degradation of Fak in PC3 cells after 24 h treatment,
272,FAK,,10.1021/jacs.8b08008,26.7,99,Degradation of Fak in PC3 cells after 24 h treatment,
273,FAK,,10.1021/jacs.8b08008,<10,87,Degradation of Fak in PC3 cells after 24 h treatment,
274,FLT3,,10.1021/jacs.8b10320,,,,
275,EGFR,,10.1016/j.chembiol.2017.09.009,39.2/736.2,97.6/68.8,Degradation of WT/Exon 20 Ins EGFR in OVCAR8/HeLa cells after 24 h treatment,
275,HER2,,10.1016/j.chembiol.2017.09.009,,,,
276,EGFR,,10.1016/j.chembiol.2017.09.009,11.7/22.3,98.9/96.6,Degradation of Exon 19 del/L858R EGFR in HCC827/H3255 cells after 24 h treatment,
277,EGFR,,10.1016/j.chembiol.2017.09.009,215.8,79.1,"Degradation of L858R, T790M EGFR in H1975 cells after 24 h treatment",
278,EGFR,,10.1016/j.chembiol.2017.09.009,,,,
279,MCL1,,10.1021/acs.jmedchem.9b00455,,,,
280,BTK,,10.1021/acs.biochem.8b00391,80.6,96,Degradation of BTK in NAMALWA cells after 24 h treatment,
281,BTK,,10.1021/acs.biochem.8b00391,90.1,93,Degradation of BTK in NAMALWA cells after 24 h treatment,
282,BTK,,10.1021/acs.biochem.8b00391,68.3,95,Degradation of BTK in NAMALWA cells after 24 h treatment,
283,BTK C481S,,10.1021/acs.biochem.8b00391,14.9,>99,Degradation of C481S BTK in XLA cells after 24 h treatment,
283,BTK,,10.1021/acs.biochem.8b00391,9.1/14.6,>99/(n/a),Degradation of BTK in NAMALWA/XLA cells after 24 h treatment,
283,BTK,,10.1016/j.bmcl.2019.126877,6.2,99,Degradation of BTK in NAMALWA cells after 24 h treatment,
284,BTK,,10.1021/acs.biochem.8b00391,11.6,>99,Degradation of BTK in NAMALWA cells after 24 h treatment,
285,RIPK2,,10.1016/j.chembiol.2017.09.010,,,,
285,MerTK,,10.1016/j.chembiol.2017.09.010,,,,
285,p38delta,,10.1016/j.chembiol.2017.09.010,27,91,Degradation of p38delta in MDA-MB-231 cells after 24 h treatment,
285,c-Met,,10.1016/j.chembiol.2017.09.010,,,,
286,CDK9,,10.1016/j.bioorg.2018.08.028,,,,
287,CDK9,,10.1016/j.bioorg.2018.08.028,,,,
288,CDK9,,10.1016/j.bioorg.2018.08.028,,,,
289,CDK9,,10.1016/j.bioorg.2018.08.028,,,,
290,CDK9,,10.1016/j.bioorg.2018.08.028,,,,
291,CDK9,,10.1016/j.bioorg.2018.08.028,,,,
292,CDK9,,10.1016/j.bioorg.2018.08.028,,,,
293,CDK9,,10.1016/j.bioorg.2018.08.028,,,,
294,GCN5,,10.1021/acschembio.8b00705,<3,,Degradation of GCN5 in THP1 cells after 18 h treatment,
294,PCAF,,10.1021/acschembio.8b00705,<1.5,,Degradation of PCAF in THP1 cells after 18 h treatment,
295,PCAF,27/15/21/34/34 (WB),10.1021/acschembio.8b00705,,,,% PCAF degradation in THP1 cells after 18 h treatment at 0.1/1/10/100/1000 nM
296,CRBN,,10.1021/acschembio.8b00693,,,,
297,CRBN,,10.1021/acschembio.8b00693,,,,
298,CRBN,,10.1021/acschembio.8b00693,,,,
299,CRBN,,10.1021/acschembio.8b00693,,,,
300,CRBN,,10.1021/acschembio.8b00693,,,,
301,CRBN,,10.1021/acschembio.8b00693,,,,
302,CRBN,,10.1021/acschembio.8b00693,,,,
303,CDK9,56/65 (WB),10.1039/c7cc03879h,,,,% CDK9 degradation in HCT116 cells after 6 h treatment at 10/20 μM
304,PI3Kalpha,,10.1016/j.ejmech.2018.03.066,,,,
305,PI3Kalpha,,10.1016/j.ejmech.2018.03.066,,,,
306,PI3Kalpha,,10.1016/j.ejmech.2018.03.066,,,,
307,PI3Kalpha,,10.1016/j.ejmech.2018.03.066,,,,
308,PI3Kalpha,,10.1016/j.ejmech.2018.03.066,,,,
309,PI3Kalpha,,10.1016/j.ejmech.2018.03.066,,,,
310,BRD4,,10.1021/acschembio.9b00092,,,,
310,BRD4,,10.1038/nchembio.2329,,,,
311,BRD4,,10.1038/nchembio.2329,,,,
312,BRD4,,10.1038/nchembio.2329,,,,
313,BRD4,,10.1038/nchembio.2329,,,,
314,BRD4,,10.1038/nchembio.2329,,,,
315,BRD4,,10.1038/nchembio.2329,,,,
316,BCR-ABL,,10.1002/anie.201507634,,,,
317,BCR-ABL,>90/>80 (WB),10.1002/anie.201507634,,,,% c-ABL/BCR-ABL degradation in K562 cells after 24 h treatment at 2.5 μM
318,BCR-ABL,,10.1002/anie.201507634,,,,
319,BCR-ABL,,10.1002/anie.201507634,,,,
320,BCR-ABL,,10.1002/anie.201507634,,,,
321,BCR-ABL,>65 (WB),10.1002/anie.201507634,,,,% c-ABL degradation in K562 cells after 24 h treatment at 1 μM
321,BCR-ABL,0,10.1021/acs.jmedchem.9b01264,,,,% BCR-ABL degradation in K562 cells after 16 h treatment at 10000 nM
322,BCR-ABL,,10.1002/anie.201507634,,,,
323,BCR-ABL,,10.1002/anie.201507634,,,,
324,BCR-ABL,,10.1002/anie.201507634,,,,
325,BCR-ABL,>85/>60 (WB),10.1002/anie.201507634,,,,% c-ABL/BCR-ABL degradation in K562 cells after 24 h treatment at 1 μM
325,BCR-ABL,,10.1021/acs.jmedchem.0c00967,,,,
326,BCR-ABL,,10.1002/anie.201507634,,,,
327,BCR-ABL,,10.1002/anie.201507634,,,,
328,BRD3,,10.1073/pnas.1521738113,<5/<5/<5,,Degradation of BRD3 in 22Rv1/VCaP/LnCaP95 cells after 16 h treatment,
328,BRD4,,10.1073/pnas.1521738113,<5/<5/<5,,Degradation of BRD4 in 22Rv1/VCaP/LnCaP95 cells after 16 h treatment,
328,BRD2,,10.1073/pnas.1521738113,<5/<5/<5,,Degradation of BRD2 in 22Rv1/VCaP/LnCaP95 cells after 16 h treatment,
328,BRD2,,10.1021/acs.jmedchem.8b00506,,,,
328,BRD3,,10.1021/acs.jmedchem.8b00506,,,,
328,BRD4,,10.1021/acs.jmedchem.8b00506,,,,
329,BRD4,,10.1016/j.chembiol.2015.05.009,<1/<1,,Degradation of BRD4 in Namalwa/CA-46 cells after overnight treatment,
329,BRD4,,10.1016/j.ejmech.2019.01.023,0.57,,Degradation of BRD4 in 22RV1 cells after 24 h treatment,
329,BRD4,,10.1021/acs.jmedchem.6b01912,0.6/1,97/100,Degradation of BRD4 short/long in HeLa cells after 24 h treatment,
329,BRD2,,10.1016/j.chembiol.2015.05.009,,,,
329,BRD3,,10.1021/acs.jmedchem.8b00506,,,,
329,BRD2,,10.1021/acs.jmedchem.8b00506,,,,
329,BRD3,,10.1016/j.chembiol.2015.05.009,,,,
329,BRD4,,10.1021/acs.jmedchem.8b00506,,,,
329,BRD2,,10.1021/acs.jmedchem.6b01912,6,83,Degradation of BRD2 in HeLa cells after 24 h treatment,
329,BRD3,,10.1021/acs.jmedchem.6b01912,0.8,98,Degradation of BRD3 in HeLa cells after 24 h treatment,
330,BRD3,,10.1021/acs.jmedchem.8b00506,,,,
330,BRD4,,10.1021/acs.orglett.9b01326,,,,
330,BRD4,,10.1126/science.aab1433,430,,Degradation of BRD4 in SUM149 cells after 18 h treatment,
330,BRD4,,10.1038/s41589-018-0055-y,500/1000,,Degradation of BRD4 BD1/2 assessed by EGFP/mCherry reporter assay,
330,BRD4,,10.1002/anie.202108848,5.27/2.9,,Degradation of BRD4 in MV4-11 cells after 12/24 h treatment,
330,BRD4,,10.1002/anie.202108848,230,,Degradation of BRD4 in HD-MB03 cells after 12 h treatment,
330,BRD4,,10.1021/acs.jmedchem.8b00506,,,,
330,BRD2,,10.1021/acs.orglett.9b01326,,,,
330,BRD3,,10.1021/acs.orglett.9b01326,,,,
330,BRD2,,10.1126/science.aab1433,,,,
330,BRD3,,10.1126/science.aab1433,,,,
330,BRD2,,10.1021/acs.jmedchem.6b01816,,,,
330,BRD3,,10.1021/acs.jmedchem.6b01816,,,,
330,BRD4,,10.1021/acs.jmedchem.6b01816,,,,
330,BRD2,,10.1021/acs.jmedchem.8b00506,,,,
331,FKBP12,50/83/95/73 (WB),10.1126/science.aab1433,,,,% FKBP12 degradation in MV4;11 cells after 18 h treatment at 0.01/0.1/1/10 μM
332,FKBP12,60/81/93/74 (WB),10.1126/science.aab1433,,,,% FKBP12 degradation in MV4;11 cells after 18 h treatment at 0.01/0.1/1/10 μM
333,ERRalpha,,10.1038/nchembio.1858,100,86,Degradation of ERRalpha in MCF-7 cells after 8 h treatment,
334,RIPK2,,10.1038/nchembio.1858,1.4,95,Degradation of RIPK2 in THP-1 cells after 16 h treatment,
334,RIPK2,,10.1038/s42003-020-0868-6,2,,Degradation of RIPK2 in THP-1 cells after 18 h treatment,
335,BRD3,,10.1038/nchembio.2329,,,,
335,BRD2,,10.1038/nchembio.2329,,,,
335,BRD4,,10.1021/jacs.8b05807,,,,
335,BRD3,,10.1021/jacs.8b05807,,,,
335,BRD2,,10.1021/jacs.8b05807,,,,
335,BRD4,,10.1021/acschembio.5b00216,,,,
335,BRD3,,10.1021/acschembio.5b00216,,,,
335,BRD2,,10.1021/acschembio.5b00216,,,,
335,BRD3,,10.1038/s41589-019-0294-6,,,,
335,BRD3,,10.1021/acschembio.9b00092,,,,
335,BRD4,,10.1038/s41589-019-0294-6,,,,
335,BRD4,,10.1021/acschembio.9b00092,,,,
335,BRD2,,10.1021/acs.jmedchem.6b01912,40,98,Degradation of BRD2 in HeLa cells after 24 h treatment,
335,BRD2,,10.1038/s41589-019-0294-6,,,,
335,BRD4,,10.1038/nchembio.2329,,,,
335,BRD2,,10.1021/acschembio.9b00092,,,,
335,BRD4,,10.1021/acs.jmedchem.6b01912,8/3,98/100,Degradation of BRD4 short/long in HeLa cells after 24 h treatment,
335,BRD3,,10.1021/acs.jmedchem.6b01912,100,100,Degradation of BRD3 in HeLa cells after 24 h treatment,
336,BRD3,,10.1021/acs.jmedchem.6b01912,316,99,Degradation of BRD3 in HeLa cells after 24 h treatment,
336,BRD4,,10.1021/acs.jmedchem.6b01912,4/10,99/100,Degradation of BRD4 short/long in HeLa cells after 24 h treatment,
336,BRD2,,10.1021/acs.jmedchem.6b01912,200,97,Degradation of BRD2 in HeLa cells after 24 h treatment,
337,BRD2,,10.1021/acschembio.5b00216,,,,
337,BRD3,,10.1021/acschembio.5b00216,,,,
337,BRD4,,10.1021/acschembio.5b00216,,,,
338,AR,,10.1016/j.bmcl.2008.07.114,,,,
339,BRD3,,10.1038/s41589-018-0055-y,,,,
339,BRD4,,10.1038/s41589-018-0055-y,10/50,,Degradation of BRD4 BD1/2 assessed by EGFP/mCherry reporter assay,
339,BRD4,,10.1021/acschembio.1c00376,6,97,Degradation of BRD4 in HEK293T cells after 3 h treatment,
339,BRD2 BD2,,10.1038/s41589-018-0055-y,,,,
340,BRD4,,10.1038/s41589-018-0055-y,50/>1000,,Degradation of BRD4 BD1/2 assessed by EGFP/mCherry reporter assay,
341,BRD4,,10.1038/s41589-018-0055-y,,,,
342,BRD3 BD1,,10.1038/s41589-018-0055-y,,,,
342,BRD4 BD1,,10.1038/s41589-018-0055-y,500,,Degradation of BRD4 BD1 assessed by EGFP/mCherry reporter assay,
343,BRD4,,10.1038/s41589-018-0055-y,5/5,,Degradation of BRD4 BD1/2 assessed by EGFP/mCherry reporter assay,
344,BRD4,,10.1038/s41589-018-0055-y,,,,
345,BRD4 BD1,,10.1038/s41589-018-0055-y,,,,
346,BRD4,,10.1038/s41589-018-0055-y,,,,
347,BRD4,,10.1038/s41589-018-0055-y,,,,
348,BRD4 BD1,,10.1038/s41589-018-0055-y,,,,
349,BRD4 BD1,,10.1038/s41589-018-0055-y,,,,
350,BRD4 BD1,,10.1038/s41589-018-0055-y,5,,Degradation of BRD4 BD1 assessed by EGFP/mCherry reporter assay,
351,MCL1,,10.1021/acs.jmedchem.9b00455,,,,
352,MCL1,,10.1021/acs.jmedchem.9b00455,,,,
353,MCL1,,10.1021/acs.jmedchem.9b00455,,,,
354,AR,68/>95/>99,10.1021/acs.jmedchem.9b01393,,,,% AR degradation in LNCaP cells after 6 h treatment at 10/100/1000 nM
355,AR,81/>95/>99,10.1021/acs.jmedchem.9b01393,,,,% AR degradation in LNCaP cells after 6 h treatment at 10/100/1000 nM
356,AR,45/76/>95,10.1021/acs.jmedchem.9b01393,,,,% AR degradation in LNCaP cells after 6 h treatment at 10/100/1000 nM
357,AR,85/>95/>99,10.1021/acs.jmedchem.9b01393,,,,% AR degradation in LNCaP cells after 6 h treatment at 10/100/1000 nM
358,AR,92/>95/>99,10.1021/acs.jmedchem.9b01393,,,,% AR degradation in LNCaP cells after 6 h treatment at 10/100/1000 nM
359,AR,62/72/>99,10.1021/acs.jmedchem.9b01393,,,,% AR degradation in LNCaP cells after 6 h treatment at 10/100/1000 nM
360,AR,8/11/17,10.1021/acs.jmedchem.9b01393,,,,% AR degradation in LNCaP cells after 6 h treatment at 10/100/1000 nM
361,AR,6/68/86,10.1021/acs.jmedchem.9b01393,,,,% AR degradation in LNCaP cells after 6 h treatment at 10/100/1000 nM
362,AR,21/67/68,10.1021/acs.jmedchem.9b01393,,,,% AR degradation in LNCaP cells after 6 h treatment at 10/100/1000 nM
363,AR,90/>95/>99,10.1021/acs.jmedchem.9b01393,0.5/1/0.2,>99/>95/>95,Degradation of AR in LNCaP/VCaP/22Rv1 cells after 6 h treatment,% AR degradation in LNCaP cells after 6 h treatment at 10/100/1000 nM
364,AR,48/>95/>99,10.1021/acs.jmedchem.9b01393,,,,% AR degradation in LNCaP cells after 6 h treatment at 10/100/1000 nM
365,AR,40/>95/>99,10.1021/acs.jmedchem.9b01393,,,,% AR degradation in LNCaP cells after 6 h treatment at 10/100/1000 nM
366,AR,38/>95/>99,10.1021/acs.jmedchem.9b01393,,,,% AR degradation in LNCaP cells after 6 h treatment at 10/100/1000 nM
367,AR,<5/>95/>99,10.1021/acs.jmedchem.9b01393,,,,% AR degradation in LNCaP cells after 6 h treatment at 10/100/1000 nM
368,AR,56/>95/>99,10.1021/acs.jmedchem.9b01393,,,,% AR degradation in LNCaP cells after 6 h treatment at 10/100/1000 nM
369,AR,62/>95/>99,10.1021/acs.jmedchem.9b01393,,,,% AR degradation in LNCaP cells after 6 h treatment at 10/100/1000 nM
370,AR,85/>95/>99,10.1021/acs.jmedchem.9b01393,,,,% AR degradation in LNCaP cells after 6 h treatment at 10/100/1000 nM
371,AR,31/>95/>99,10.1021/acs.jmedchem.9b01393,,,,% AR degradation in LNCaP cells after 6 h treatment at 10/100/1000 nM
372,AR,80/>95/>99,10.1021/acs.jmedchem.9b01393,,,,% AR degradation in LNCaP cells after 6 h treatment at 10/100/1000 nM
373,AR,76/>95/>99,10.1021/acs.jmedchem.9b01393,,,,% AR degradation in LNCaP cells after 6 h treatment at 10/100/1000 nM
374,AR,<5/<5/<5,10.1021/acs.jmedchem.9b01393,,,,% AR degradation in LNCaP cells after 6 h treatment at 10/100/1000 nM
375,CDK4,,10.1021/acs.jmedchem.9b00871,,,,
375,CDK6,,10.1021/acs.jmedchem.9b00871,,,,
376,CDK4,,10.1021/acs.jmedchem.9b00871,,,,
376,CDK6,,10.1021/acs.jmedchem.9b00871,,,,
377,CDK6,,10.1021/acs.jmedchem.9b00871,,,,
377,CDK4,,10.1021/acs.jmedchem.9b00871,,,,
378,CDK4,,10.1021/acs.jmedchem.9b00871,,,,
378,CDK6,,10.1021/acs.jmedchem.9b00871,,,,
379,CDK4,,10.1021/acs.jmedchem.9b00871,>100,,Degradation of CDK4 in U251 cells after 24 h treatment,
379,CDK6,,10.1021/acs.jmedchem.9b00871,1.1,,Degradation of CDK6 in U251 cells after 24 h treatment,
380,CDK4,,10.1021/acs.jmedchem.9b00871,>100,,Degradation of CDK4 in U251 cells after 24 h treatment,
380,CDK6,,10.1021/acs.jmedchem.9b00871,24.2,,Degradation of CDK6 in U251 cells after 24 h treatment,
381,CDK4,,10.1021/acs.jmedchem.9b00871,>100,,Degradation of CDK4 in U251 cells after 24 h treatment,
381,CDK6,,10.1021/acs.jmedchem.9b00871,31,,Degradation of CDK6 in U251 cells after 24 h treatment,
382,CDK4,,10.1021/acs.jmedchem.9b00871,>100,,Degradation of CDK4 in U251 cells after 24 h treatment,
382,CDK6,,10.1021/acs.jmedchem.9b00871,2.1,,Degradation of CDK6 in U251 cells after 24 h treatment,
383,CDK4,,10.1021/acs.jmedchem.9b00871,,,,
383,CDK6,,10.1021/acs.jmedchem.9b00871,,,,
384,CDK6,,10.1021/acs.jmedchem.9b00871,5.3,,Degradation of CDK6 in U251 cells after 24 h treatment,
384,CDK4,,10.1021/acs.jmedchem.9b00871,>100,,Degradation of CDK4 in U251 cells after 24 h treatment,
385,CDK6,,10.1021/acs.jmedchem.9b00871,10.6,,Degradation of CDK6 in U251 cells after 24 h treatment,
385,CDK4,,10.1021/acs.jmedchem.9b00871,>100,,Degradation of CDK4 in U251 cells after 24 h treatment,
386,CDK6,,10.1021/acs.jmedchem.9b00871,1.6,,Degradation of CDK6 in U251 cells after 24 h treatment,
386,CDK4,,10.1021/acs.jmedchem.9b00871,>50,,Degradation of CDK4 in U251 cells after 24 h treatment,
387,CDK6,,10.1021/acs.jmedchem.9b00871,1.7,,Degradation of CDK6 in U251 cells after 24 h treatment,
387,CDK4,,10.1021/acs.jmedchem.9b00871,>50,,Degradation of CDK4 in U251 cells after 24 h treatment,
388,CDK4,,10.1021/acs.jmedchem.9b00871,,,,
388,CDK6,,10.1021/acs.jmedchem.9b00871,,,,
389,CDK4,,10.1021/acs.jmedchem.9b00871,,,,
389,CDK6,,10.1021/acs.jmedchem.9b00871,,,,
390,CDK4,,10.1021/acs.jmedchem.9b00871,,,,
390,CDK6,,10.1021/acs.jmedchem.9b00871,,,,
391,CDK6,,10.1021/acs.jmedchem.9b00871,,,,
391,CDK4,,10.1021/acs.jmedchem.9b00871,,,,
392,CDK4,,10.1021/acs.jmedchem.9b00871,>100,,Degradation of CDK4 in U251 cells after 24 h treatment,
392,CDK6,,10.1021/acs.jmedchem.9b00871,81.6,,Degradation of CDK6 in U251 cells after 24 h treatment,
393,CDK6,,10.1021/acs.jmedchem.9b00871,86.8,,Degradation of CDK6 in U251 cells after 24 h treatment,
393,CDK4,,10.1021/acs.jmedchem.9b00871,>100,,Degradation of CDK4 in U251 cells after 24 h treatment,
394,CDK4,,10.1021/acs.jmedchem.9b00871,>500,,Degradation of CDK4 in U251 cells after 24 h treatment,
394,CDK6,,10.1021/acs.jmedchem.9b00871,8.6,,Degradation of CDK6 in U251 cells after 24 h treatment,
395,CDK4,,10.1021/acs.jmedchem.9b00871,>500,,Degradation of CDK4 in U251 cells after 24 h treatment,
395,CDK6,,10.1021/acs.jmedchem.9b00871,129.7,,Degradation of CDK6 in U251 cells after 24 h treatment,
396,CDK6,,10.1021/acs.jmedchem.9b00871,271.9,,Degradation of CDK6 in U251 cells after 24 h treatment,
396,CDK4,,10.1021/acs.jmedchem.9b00871,>500,,Degradation of CDK4 in U251 cells after 24 h treatment,
397,CDK6,,10.1021/acs.jmedchem.9b00871,145.5,,Degradation of CDK6 in U251 cells after 24 h treatment,
397,CDK4,,10.1021/acs.jmedchem.9b00871,>500,,Degradation of CDK4 in U251 cells after 24 h treatment,
398,BTK,,10.1073/pnas.1803662115,,N.D.,,
399,BTK,,10.1073/pnas.1803662115,,N.D.,,
400,BCR-ABL,,10.1002/anie.201507634,,N.D.,,
